top_left_LDR,top_right_LDR,bottom_left_LDR,bottom_right_LDR,hour,voltage,current,optimal_horizontal_angle,optimal_vertical_angle
432,443,377,445,7,3.73,0.41,88,91
786,714,723,771,7,6.59,1.04,90,90
535,487,505,541,10,4.55,0.47,90,89
474,458,467,481,10,4.13,0.6,90,89
592,588,569,640,6,5.25,0.77,88,89
706,734,743,745,16,6.44,0.82,89,88
620,561,574,559,8,5.09,0.8,91,91
535,497,490,506,13,4.46,0.65,90,90
386,392,393,418,9,3.49,0.44,89,89
344,315,319,327,17,2.87,0.47,90,90
478,514,509,448,9,4.29,0.64,90,90
391,412,350,416,18,3.45,0.52,87,90
701,657,677,724,12,6.07,0.82,89,88
496,476,488,440,8,4.18,0.49,91,91
379,363,428,383,10,3.42,0.54,91,88
488,474,438,497,15,4.17,0.7,88,90
442,481,505,434,8,4.1,0.64,90,89
524,522,482,481,6,4.42,0.77,90,92
312,330,365,289,13,2.85,0.4,91,89
822,785,850,810,12,7.19,1.1,91,88
671,618,675,675,11,5.8,0.76,91,88
589,553,595,594,16,5.13,0.85,90,88
508,476,526,527,12,4.48,0.71,90,88
513,459,436,496,18,4.19,0.68,89,91
612,598,646,591,10,5.38,0.9,91,89
673,602,640,619,9,5.57,0.62,92,90
848,850,767,753,7,7.08,0.71,90,94
791,755,744,713,9,6.6,1.06,91,92
857,847,849,836,6,7.45,1.03,90,90
871,937,934,919,18,8.05,1.2,88,88
847,891,820,831,8,7.45,1.18,88,92
537,505,538,503,17,4.58,0.72,91,90
674,676,729,700,12,6.11,0.84,90,88
562,514,545,517,16,4.7,0.53,91,90
725,710,707,704,12,6.26,1.12,90,90
481,417,494,399,18,3.94,0.56,93,90
368,420,457,392,15,3.6,0.52,90,88
837,867,891,873,8,7.63,1.05,89,88
457,467,516,516,9,4.3,0.71,89,87
526,521,495,555,6,4.61,0.82,88,89
786,808,735,790,6,6.86,1.09,88,91
851,862,776,792,12,7.22,1.13,89,93
647,629,624,635,16,5.58,0.66,90,90
642,636,644,670,13,5.7,0.7,89,89
762,840,794,808,18,7.05,0.84,87,90
679,656,626,588,17,5.61,0.98,91,93
697,720,757,730,8,6.39,0.68,90,88
838,893,872,879,14,7.66,0.83,88,89
621,601,626,566,6,5.31,0.95,92,90
731,723,715,758,7,6.44,1.03,89,89
765,767,712,754,15,6.59,0.89,88,91
510,457,526,472,14,4.32,0.44,92,89
649,674,642,688,8,5.84,0.6,88,89
517,549,527,513,11,4.63,0.54,89,90
666,621,616,656,17,5.63,0.69,90,90
312,364,376,375,9,3.14,0.54,88,88
525,465,455,534,10,4.35,0.55,89,90
484,474,494,418,15,4.11,0.48,92,91
928,924,913,841,12,7.93,0.97,91,92
539,579,554,501,17,4.78,0.58,90,91
627,630,661,630,17,5.6,0.79,90,89
580,576,580,591,10,5.12,0.54,89,89
388,394,359,417,17,3.43,0.58,88,90
613,578,625,556,14,5.22,0.71,92,90
820,746,751,823,7,6.91,0.99,90,89
498,550,503,515,17,4.54,0.71,88,90
839,796,789,824,14,7.14,1.11,90,90
403,424,410,408,15,3.62,0.52,89,90
332,309,261,332,16,2.71,0.4,88,91
641,630,599,625,17,5.49,0.67,89,91
555,501,499,538,11,4.6,0.66,90,90
566,541,601,571,7,5.01,0.82,91,88
418,434,433,403,11,3.71,0.47,90,90
464,478,510,437,17,4.15,0.51,91,89
503,556,567,584,6,4.86,0.81,88,87
825,780,758,800,17,6.96,0.86,90,91
653,636,712,645,12,5.82,0.9,92,88
298,297,366,353,16,2.89,0.41,90,86
699,719,702,769,10,6.35,0.83,87,88
352,348,356,408,14,3.22,0.42,88,88
516,499,495,496,11,4.41,0.78,90,90
551,551,563,533,13,4.83,0.51,90,90
575,549,526,556,8,4.85,0.8,89,91
496,489,460,468,17,4.21,0.67,89,91
870,943,859,883,18,7.82,1.02,87,91
615,656,642,631,11,5.6,0.59,89,89
688,617,669,632,8,5.73,0.65,92,90
820,799,819,778,14,7.07,1.15,91,90
543,503,568,514,6,4.68,0.5,92,89
513,500,509,550,18,4.56,0.52,89,88
622,613,678,609,12,5.55,0.75,91,88
478,468,455,492,12,4.16,0.7,89,89
338,369,375,319,13,3.08,0.39,90,90
510,504,507,537,8,4.53,0.49,89,89
324,269,325,333,12,2.75,0.49,91,88
633,642,594,626,7,5.49,0.55,88,91
847,916,884,828,11,7.64,1.07,89,91
294,324,354,316,9,2.83,0.41,90,88
932,865,847,849,9,7.68,1.24,91,92
665,651,585,628,9,5.56,0.88,89,92
655,636,627,640,13,5.63,0.89,90,90
290,331,355,276,7,2.75,0.48,90,89
415,348,398,434,14,3.51,0.52,90,88
502,480,546,502,15,4.46,0.72,91,88
805,752,761,731,9,6.71,0.92,92,91
905,902,903,889,12,7.92,1.42,90,90
708,784,724,720,17,6.46,0.86,88,91
705,783,780,734,17,6.6,0.72,89,89
632,670,712,700,17,5.97,0.75,89,87
572,601,610,596,9,5.23,0.69,89,89
333,324,365,292,14,2.89,0.43,92,90
574,648,643,590,9,5.4,0.81,89,89
598,566,566,621,9,5.17,0.61,89,89
582,583,590,571,15,5.12,0.84,90,90
857,945,924,872,10,7.91,0.92,89,90
615,672,606,660,11,5.62,0.59,87,90
711,726,739,766,17,6.47,1.09,88,88
890,886,858,842,14,7.65,0.95,90,91
723,733,729,730,12,6.41,0.79,89,89
768,733,713,751,12,6.52,0.99,89,90
733,651,656,703,18,6.03,0.72,90,90
373,381,337,329,15,3.12,0.47,90,92
896,850,837,875,10,7.61,1.19,90,90
754,841,819,784,17,7.03,0.8,88,89
459,492,453,542,13,4.28,0.58,86,88
771,673,759,705,17,6.4,0.67,93,89
562,503,485,514,14,4.54,0.49,90,91
650,609,648,644,8,5.61,0.82,91,89
779,813,775,816,11,7.0,1.03,88,90
740,706,716,721,10,6.34,1.08,90,90
755,737,729,741,15,6.51,0.9,90,90
438,362,398,399,12,3.51,0.58,91,90
885,914,937,908,15,8.01,1.31,90,88
385,430,439,412,17,3.66,0.4,89,89
829,825,797,865,9,7.29,1.0,88,89
822,739,808,742,14,6.84,1.09,93,90
837,907,854,860,9,7.61,0.79,88,90
758,779,699,748,17,6.56,0.75,88,92
735,786,764,819,16,6.83,1.0,87,88
628,653,673,665,13,5.76,0.69,89,88
439,459,484,474,18,4.08,0.64,89,88
861,883,821,917,12,7.66,1.11,87,90
543,509,548,532,11,4.69,0.75,91,89
455,490,474,448,7,4.11,0.7,89,90
339,257,338,321,7,2.76,0.37,92,88
784,797,795,857,17,7.11,0.74,88,88
544,542,547,534,8,4.77,0.64,90,90
591,614,628,588,14,5.32,0.59,90,89
335,330,381,307,6,2.98,0.31,91,89
613,678,642,673,9,5.73,0.9,87,89
512,505,474,548,18,4.48,0.75,88,89
729,653,662,674,17,5.98,0.8,91,91
665,640,686,635,10,5.78,0.64,91,89
806,821,783,754,11,6.96,1.04,90,92
840,865,822,844,14,7.41,0.92,88,90
349,390,380,309,6,3.14,0.43,90,91
835,851,838,799,7,7.31,0.8,90,91
770,708,800,802,18,6.77,1.08,91,86
575,485,566,497,13,4.67,0.66,93,89
724,643,680,686,15,6.01,0.87,91,90
357,309,385,360,8,3.1,0.48,91,88
738,743,670,751,10,6.38,1.11,87,91
633,582,675,601,6,5.48,0.92,93,88
895,849,896,882,6,7.75,1.09,91,89
727,684,762,725,13,6.37,0.86,92,88
832,911,909,884,14,7.78,1.3,88,88
501,546,507,500,6,4.52,0.67,89,91
634,548,594,609,8,5.25,0.66,91,89
550,619,581,606,8,5.18,0.55,87,89
842,892,848,888,9,7.63,1.2,87,89
926,906,839,922,16,7.9,1.19,88,91
664,658,687,679,14,5.91,1.04,90,88
608,616,547,621,16,5.26,0.64,87,91
455,518,458,522,15,4.3,0.53,86,89
537,591,572,533,15,4.91,0.73,89,90
495,441,515,488,18,4.26,0.44,92,88
506,469,414,460,10,4.07,0.56,89,92
776,774,793,778,11,6.86,1.19,90,89
578,573,572,588,9,5.08,0.77,89,89
449,457,488,500,17,4.17,0.71,89,87
715,718,693,708,17,6.23,0.71,89,90
785,848,847,778,9,7.17,0.77,90,90
895,857,853,930,11,7.77,1.1,89,89
418,372,355,433,17,3.47,0.45,89,90
882,830,803,889,15,7.49,0.89,89,90
808,765,795,803,13,6.97,0.74,90,89
421,442,354,390,13,3.53,0.56,88,92
668,673,725,746,12,6.18,1.07,89,86
396,352,366,316,14,3.15,0.42,92,91
384,379,382,406,18,3.41,0.5,89,89
847,812,832,889,10,7.43,0.99,89,88
312,291,288,288,11,2.59,0.46,90,90
537,582,541,561,10,4.88,0.59,88,90
655,616,616,621,17,5.52,0.68,90,90
634,612,635,648,17,5.56,0.72,90,89
593,572,618,596,11,5.23,0.57,91,88
585,595,575,634,17,5.25,0.81,88,89
598,662,645,592,10,5.49,0.6,89,90
378,353,392,401,7,3.35,0.34,90,88
641,596,568,656,12,5.41,0.97,88,90
679,621,612,616,18,5.56,0.62,91,91
517,450,505,456,8,4.24,0.6,92,90
755,790,746,716,18,6.61,1.16,89,92
803,808,795,821,16,7.1,0.94,89,89
865,870,800,815,8,7.37,0.76,89,93
485,481,495,549,10,4.42,0.78,88,88
933,881,878,910,14,7.92,1.19,90,90
612,603,689,623,14,5.56,0.76,91,87
362,353,370,413,7,3.29,0.51,89,88
439,378,473,395,15,3.71,0.58,93,88
761,702,716,746,14,6.43,0.69,90,90
725,689,685,743,17,6.25,1.05,89,89
718,725,761,713,13,6.42,0.76,91,89
805,797,826,750,9,6.99,1.15,92,90
616,590,550,574,14,5.12,0.7,90,92
501,472,550,462,10,4.37,0.7,92,89
541,612,585,549,8,5.03,0.65,89,90
432,393,437,396,10,3.65,0.48,92,89
692,715,676,713,9,6.15,0.85,88,90
404,324,382,368,7,3.25,0.53,92,89
386,367,424,425,18,3.52,0.45,90,87
579,594,507,602,10,5.02,0.71,87,91
618,650,616,671,17,5.62,0.76,87,89
707,756,686,698,6,6.26,0.75,88,91
262,261,274,266,18,2.34,0.28,90,89
718,694,758,712,17,6.34,0.75,91,88
715,683,702,712,11,6.18,1.07,90,89
875,931,918,942,8,8.06,1.08,88,88
565,637,615,543,17,5.19,0.75,90,91
566,655,658,605,9,5.46,0.78,89,88
859,872,895,875,13,7.7,0.97,90,89
370,460,409,407,13,3.62,0.56,87,90
631,608,592,625,7,5.4,0.65,89,90
820,752,747,747,7,6.74,1.1,91,91
295,287,305,270,8,2.54,0.41,91,90
514,566,504,535,7,4.66,0.49,87,91
324,347,378,323,10,3.02,0.35,90,89
557,475,473,563,14,4.55,0.69,89,89
684,739,757,701,17,6.34,0.72,90,89
836,829,859,837,14,7.39,0.79,90,89
582,637,621,590,7,5.34,0.69,89,90
398,345,403,394,17,3.39,0.58,91,88
701,678,620,705,11,5.95,0.95,88,91
651,689,643,610,12,5.7,0.89,89,92
396,416,421,425,15,3.65,0.53,89,89
580,619,548,626,18,5.22,0.82,87,90
843,868,894,855,14,7.61,1.11,90,89
704,687,638,666,9,5.93,0.84,89,92
597,603,559,560,11,5.1,0.85,89,92
766,829,835,781,9,7.06,0.79,89,89
309,338,277,346,6,2.79,0.28,87,90
457,434,391,452,17,3.81,0.39,89,91
402,345,357,378,7,3.26,0.52,90,90
520,449,512,434,9,4.21,0.75,93,90
576,581,630,641,8,5.34,0.93,89,87
623,623,620,578,13,5.38,0.76,91,91
565,652,633,642,13,5.48,0.94,87,88
787,763,842,839,16,7.11,1.07,90,86
495,456,417,437,13,3.97,0.59,90,92
725,724,723,711,9,6.34,0.86,90,90
863,811,870,830,7,7.42,0.91,92,89
341,356,334,284,16,2.89,0.29,90,91
327,350,387,418,7,3.26,0.44,88,86
396,466,472,452,12,3.93,0.51,88,88
507,514,502,528,10,4.51,0.79,89,89
474,466,417,411,6,3.89,0.44,90,92
480,487,552,505,14,4.45,0.46,91,87
381,315,304,304,11,2.87,0.51,91,92
437,450,391,453,9,3.81,0.64,88,91
714,726,694,730,12,6.3,0.81,88,90
732,780,752,769,13,6.67,1.09,88,89
502,496,546,483,18,4.46,0.52,91,89
573,533,610,590,8,5.07,0.83,91,87
655,622,664,610,13,5.61,0.65,92,90
362,400,403,383,9,3.4,0.57,89,89
527,479,524,562,12,4.6,0.58,90,88
423,415,433,446,11,3.78,0.48,89,88
483,496,518,528,13,4.45,0.61,89,88
351,301,336,318,8,2.87,0.32,91,89
497,548,513,514,9,4.56,0.62,88,90
648,625,687,654,16,5.75,0.92,91,88
400,401,341,391,16,3.37,0.43,88,91
439,483,449,469,8,4.05,0.69,88,90
533,597,535,584,8,4.95,0.53,87,90
744,803,737,734,12,6.64,0.77,88,91
709,727,687,704,16,6.22,1.02,89,91
529,562,574,612,12,5.01,0.83,88,87
598,517,526,528,13,4.77,0.77,91,91
686,761,744,771,15,6.51,0.67,87,88
477,480,492,443,15,4.16,0.49,91,90
387,399,397,394,12,3.47,0.59,89,89
405,387,366,324,12,3.26,0.57,91,92
499,549,566,576,7,4.82,0.56,88,87
304,300,377,340,7,2.91,0.4,91,87
335,341,286,272,7,2.71,0.43,90,92
642,642,691,674,16,5.83,0.78,90,87
696,778,692,683,16,6.27,0.71,88,92
407,437,418,395,12,3.64,0.4,89,90
520,481,444,464,9,4.2,0.68,90,92
536,521,500,530,7,4.59,0.62,89,90
773,762,731,738,14,6.61,0.68,90,91
734,759,702,728,10,6.43,0.84,88,91
348,403,339,372,8,3.22,0.41,87,91
753,796,727,718,17,6.59,0.78,89,92
575,538,521,554,15,4.81,0.57,90,90
543,607,596,574,7,5.1,0.6,88,89
843,891,929,840,11,7.7,1.35,91,89
573,573,597,539,18,5.02,0.84,91,90
682,692,702,693,16,6.09,0.95,89,89
864,866,892,852,6,7.64,1.24,90,89
527,509,545,554,17,4.7,0.54,90,88
371,342,275,282,7,2.79,0.41,90,93
387,343,368,411,17,3.32,0.46,90,88
693,708,713,752,13,6.3,0.69,88,88
872,838,895,908,11,7.73,1.04,90,87
817,857,856,871,15,7.48,0.8,88,88
485,507,573,498,16,4.54,0.58,91,88
303,334,351,325,17,2.89,0.43,89,89
430,382,371,373,16,3.42,0.44,91,91
426,446,445,401,16,3.78,0.67,90,90
461,483,450,465,8,4.09,0.43,89,90
373,359,370,367,9,3.23,0.36,90,89
917,875,873,902,16,7.85,1.36,90,90
383,390,420,367,15,3.43,0.55,91,89
646,654,632,616,17,5.6,0.59,90,91
518,450,474,484,17,4.24,0.51,91,90
616,534,562,599,11,5.08,0.57,91,89
346,286,324,319,9,2.8,0.33,91,89
651,665,637,667,7,5.76,0.61,88,90
364,404,358,399,16,3.35,0.41,87,90
349,325,344,335,9,2.98,0.5,90,89
591,578,582,620,11,5.21,0.62,89,89
738,749,694,759,18,6.47,0.68,88,90
641,638,648,612,15,5.58,0.86,90,90
746,772,781,798,11,6.81,0.94,88,88
382,380,323,370,6,3.2,0.56,88,91
765,765,691,707,16,6.44,0.99,89,93
852,903,862,843,15,7.61,0.76,89,91
556,472,499,522,6,4.51,0.5,91,90
808,797,791,796,17,7.02,0.73,90,90
404,364,336,410,13,3.33,0.51,89,90
498,437,482,525,6,4.27,0.48,90,88
371,333,306,361,6,3.02,0.38,89,90
838,907,860,901,11,7.71,0.79,87,89
708,707,718,752,10,6.35,0.88,89,88
328,360,318,329,6,2.94,0.45,88,91
488,485,531,539,6,4.49,0.49,89,87
678,692,694,631,15,5.93,0.96,91,91
572,578,600,634,6,5.24,0.75,89,87
485,453,493,471,14,4.18,0.42,91,89
714,703,766,733,7,6.41,0.89,91,87
386,418,403,408,14,3.55,0.48,89,89
662,641,576,593,12,5.44,0.71,90,93
859,847,835,903,17,7.57,0.91,88,89
697,689,748,723,6,6.28,1.09,90,87
776,743,786,780,13,6.79,0.79,90,88
734,726,725,714,6,6.38,1.11,90,90
336,389,350,323,18,3.07,0.52,89,91
604,639,572,556,14,5.21,0.6,89,92
520,441,495,514,10,4.33,0.65,91,88
630,685,712,664,16,5.92,1.0,89,88
495,434,500,476,16,4.19,0.5,92,88
573,584,597,609,9,5.2,0.71,89,88
835,796,873,817,6,7.3,0.99,92,88
562,635,557,553,15,5.07,0.79,88,92
632,632,663,590,13,5.54,0.85,91,90
883,892,890,820,13,7.66,1.15,91,91
339,373,394,407,15,3.33,0.34,88,87
594,518,512,602,18,4.9,0.84,89,89
611,629,599,559,13,5.27,0.84,90,92
303,347,327,313,15,2.84,0.29,89,90
622,647,667,576,17,5.52,0.71,91,90
435,485,487,433,14,4.05,0.71,90,90
810,764,733,757,9,6.74,0.93,90,92
770,778,754,756,11,6.73,1.12,89,90
657,613,667,624,17,5.63,0.98,92,89
775,772,836,769,9,6.93,0.87,91,88
705,685,684,647,13,5.98,0.86,91,91
546,537,538,562,12,4.8,0.72,89,89
613,600,577,642,17,5.35,0.8,88,89
507,446,504,536,12,4.38,0.71,90,87
415,420,382,449,7,3.66,0.66,88,90
883,806,832,808,18,7.32,1.01,92,91
869,928,933,868,9,7.91,1.0,90,89
788,729,729,711,7,6.5,0.79,91,91
533,590,556,625,9,5.07,0.6,86,88
873,942,877,945,7,8.0,0.86,86,89
471,468,423,394,18,3.86,0.57,90,93
542,558,546,553,8,4.84,0.85,89,90
503,552,502,520,10,4.57,0.8,88,90
331,357,331,375,18,3.07,0.49,88,89
664,691,678,721,10,6.06,0.66,88,88
641,631,598,577,11,5.38,0.73,90,92
473,502,482,490,17,4.28,0.47,89,90
425,443,493,434,17,3.95,0.54,91,88
736,736,796,760,10,6.66,0.94,90,87
444,448,433,432,11,3.86,0.53,89,90
426,444,416,425,14,3.76,0.48,89,90
429,406,418,506,7,3.87,0.55,88,87
573,596,582,543,6,5.05,0.8,90,91
779,768,782,816,15,6.92,0.82,89,88
501,480,462,499,15,4.27,0.74,89,90
682,630,665,650,7,5.78,0.61,91,89
880,787,871,874,9,7.5,0.98,92,88
666,627,618,637,9,5.6,0.85,90,90
858,844,866,820,7,7.45,1.04,91,90
727,753,704,698,18,6.34,0.78,89,91
643,682,697,613,13,5.8,0.66,91,90
716,788,803,802,18,6.84,0.81,88,87
842,830,868,793,12,7.33,1.24,92,90
883,856,887,834,6,7.61,1.06,92,90
798,717,727,771,12,6.63,0.71,90,90
440,395,413,470,8,3.78,0.48,89,88
342,329,352,356,7,3.03,0.48,90,89
396,334,370,375,18,3.24,0.44,91,89
830,801,802,765,8,7.03,0.8,91,91
768,753,838,817,15,6.99,0.81,90,86
811,766,773,769,10,6.86,1.17,91,90
834,812,783,766,15,7.03,1.19,90,92
697,695,699,632,14,5.99,0.82,91,91
838,774,840,807,9,7.17,1.25,92,89
330,321,262,257,17,2.57,0.38,90,93
366,331,402,397,17,3.29,0.53,91,87
713,666,636,709,18,5.99,0.83,89,90
569,602,574,564,13,5.08,0.89,89,90
585,544,575,562,8,4.98,0.59,91,89
329,333,355,405,10,3.13,0.49,88,87
417,444,435,434,17,3.8,0.67,89,89
700,606,658,632,14,5.71,0.81,93,90
786,874,844,809,17,7.29,0.83,88,90
458,450,511,460,13,4.13,0.55,91,88
671,632,712,624,13,5.8,0.79,93,89
791,696,788,784,18,6.73,0.75,92,87
429,431,438,400,6,3.73,0.5,90,90
460,487,403,471,16,4.01,0.6,87,91
761,686,682,716,8,6.26,1.05,91,91
603,609,557,636,6,5.29,0.74,87,90
918,870,831,888,13,7.71,1.11,89,91
883,845,813,835,17,7.43,1.1,90,92
827,783,859,815,17,7.22,0.79,92,88
870,875,898,906,15,7.81,1.37,89,88
451,439,470,426,17,3.93,0.48,91,89
353,329,351,339,10,3.02,0.44,90,89
435,388,411,448,9,3.7,0.54,90,89
723,687,684,712,13,6.17,0.91,90,90
613,653,610,647,17,5.55,0.9,88,90
608,609,654,605,11,5.45,0.87,91,88
369,428,429,386,18,3.55,0.51,89,89
325,317,296,312,16,2.75,0.36,89,90
677,671,731,675,15,6.06,0.94,91,88
641,714,665,642,11,5.85,0.99,88,91
445,401,421,426,9,3.72,0.57,90,89
732,773,753,779,13,6.68,0.89,88,89
793,772,771,750,17,6.79,0.7,91,91
898,915,888,824,18,7.75,1.19,91,92
596,646,658,628,16,5.56,0.81,89,88
875,797,811,795,12,7.21,1.13,92,91
498,519,588,513,15,4.66,0.6,91,87
354,317,306,312,12,2.84,0.35,90,91
522,473,460,524,9,4.35,0.73,89,90
800,770,826,767,15,6.96,1.03,92,89
768,779,793,725,8,6.74,1.2,91,90
688,674,672,625,16,5.85,0.92,91,91
596,639,614,552,13,5.28,0.94,90,91
774,853,840,849,11,7.29,0.75,87,88
503,431,429,405,7,3.89,0.41,92,92
680,681,736,728,10,6.21,1.1,90,87
641,691,704,672,13,5.96,1.04,89,88
645,703,694,672,7,5.97,0.87,89,89
604,557,543,555,12,4.97,0.84,90,91
308,349,354,310,12,2.91,0.31,90,89
732,681,664,716,8,6.14,0.7,89,90
320,333,295,359,14,2.87,0.3,88,89
773,739,768,730,16,6.62,1.08,91,90
479,503,418,428,15,4.02,0.7,89,93
856,855,921,890,8,7.75,1.01,90,87
687,691,671,738,12,6.13,0.7,88,89
814,856,799,819,9,7.23,1.1,88,91
525,534,516,583,18,4.75,0.77,88,89
368,369,393,346,6,3.25,0.56,91,89
731,681,644,724,11,6.11,0.9,89,91
382,407,402,390,9,3.48,0.5,89,89
722,771,710,716,15,6.42,0.98,88,91
742,743,726,733,7,6.48,1.14,89,90
424,456,400,465,8,3.84,0.57,87,90
734,737,687,737,18,6.37,0.7,88,91
807,737,802,767,10,6.85,0.86,92,89
389,411,392,402,14,3.51,0.49,89,90
666,679,638,686,6,5.87,0.6,88,90
829,901,820,862,8,7.5,0.94,87,91
504,436,449,516,12,4.19,0.58,90,89
673,701,724,691,17,6.13,0.96,90,88
908,909,859,901,13,7.87,0.86,88,91
374,395,414,359,7,3.39,0.44,90,89
690,642,629,637,16,5.71,0.64,91,91
718,749,755,732,14,6.5,0.65,89,89
530,591,580,599,10,5.06,0.77,88,88
549,551,537,577,12,4.87,0.66,88,89
755,702,752,718,8,6.44,1.05,92,89
711,776,696,768,10,6.49,0.75,86,90
374,446,404,437,13,3.65,0.57,87,89
535,533,544,551,10,4.76,0.72,89,89
410,466,436,397,8,3.76,0.62,89,91
844,855,799,796,16,7.24,0.98,89,92
689,695,707,630,12,5.98,0.95,91,91
860,861,857,835,11,7.51,1.32,90,90
394,407,379,349,14,3.36,0.4,90,91
558,552,581,565,16,4.96,0.89,90,89
655,643,593,658,16,5.61,0.59,88,91
502,437,466,478,14,4.14,0.59,91,89
866,865,825,856,11,7.5,1.01,89,91
499,487,535,510,15,4.47,0.58,90,88
461,539,549,560,17,4.64,0.72,87,87
508,505,499,484,18,4.39,0.68,90,90
855,853,839,822,7,7.41,1.31,90,91
722,743,789,755,10,6.62,1.0,90,88
605,683,658,666,16,5.74,0.64,87,89
872,827,869,809,15,7.43,0.92,92,90
787,736,705,726,12,6.5,0.84,90,92
613,547,617,562,11,5.14,0.91,93,89
749,726,724,739,11,6.46,0.96,90,90
510,518,519,578,11,4.67,0.66,88,88
783,798,801,842,17,7.09,1.01,88,88
645,699,690,660,15,5.93,0.72,89,89
539,582,570,544,13,4.92,0.56,89,90
691,607,670,667,14,5.8,0.97,92,89
265,252,323,349,15,2.62,0.36,89,86
790,807,725,744,17,6.74,0.73,89,93
643,678,657,652,17,5.78,0.6,89,90
565,595,571,628,18,5.19,0.56,87,89
759,784,761,825,7,6.88,1.12,87,88
366,443,362,435,16,3.53,0.45,86,90
488,433,441,470,10,4.03,0.57,90,90
517,513,543,581,6,4.74,0.75,89,87
425,402,422,373,13,3.57,0.45,91,90
759,732,744,764,16,6.6,1.07,90,89
905,866,899,925,18,7.91,0.83,90,88
792,850,782,845,10,7.19,1.14,86,90
491,495,418,468,9,4.12,0.5,88,92
895,860,871,879,18,7.71,0.86,90,90
626,634,656,646,11,5.63,1.0,90,88
493,489,490,476,17,4.28,0.46,90,90
787,843,817,798,14,7.14,0.8,89,90
860,903,880,896,6,7.78,1.01,88,89
374,358,423,383,17,3.38,0.55,91,88
443,449,449,446,11,3.93,0.63,89,89
652,678,671,595,9,5.71,0.58,91,91
485,496,479,499,13,4.31,0.47,89,90
658,665,605,654,12,5.68,1.02,88,91
846,859,817,865,8,7.45,0.77,88,90
585,547,530,512,13,4.78,0.58,91,92
775,728,726,778,12,6.61,0.69,89,89
368,377,413,374,18,3.37,0.46,90,88
737,733,741,757,17,6.53,1.04,89,89
612,638,646,640,7,5.58,0.66,89,89
545,509,548,579,16,4.8,0.51,90,88
567,590,542,615,15,5.09,0.74,87,90
330,415,394,360,11,3.3,0.55,88,89
544,515,562,540,12,4.75,0.6,91,88
647,611,626,670,18,5.62,0.72,89,89
315,364,410,318,18,3.09,0.41,91,88
464,434,534,453,14,4.15,0.59,92,87
278,314,268,281,12,2.51,0.44,88,91
690,753,721,735,13,6.38,0.8,88,89
562,551,532,528,7,4.78,0.53,90,91
360,323,418,349,7,3.19,0.42,92,87
608,606,603,668,18,5.47,0.63,88,88
654,647,683,698,15,5.9,0.73,89,88
469,534,518,441,8,4.32,0.6,90,91
600,605,600,646,13,5.39,0.57,88,88
329,388,383,314,6,3.11,0.56,90,90
595,614,662,650,16,5.54,0.84,89,87
812,855,879,888,9,7.55,1.26,88,87
543,568,488,513,9,4.65,0.81,88,92
295,343,338,316,8,2.84,0.41,89,89
397,394,382,329,10,3.3,0.38,91,92
447,483,449,477,12,4.08,0.67,88,90
567,639,611,580,11,5.27,0.66,88,90
382,459,371,411,17,3.57,0.46,87,91
838,833,823,825,6,7.3,0.98,90,90
762,829,839,751,7,7.0,1.21,90,90
843,843,805,773,12,7.18,0.76,90,92
459,502,414,418,9,3.94,0.61,88,93
501,502,511,539,14,4.52,0.79,89,88
415,484,443,402,15,3.84,0.5,89,91
494,487,544,535,9,4.53,0.73,90,87
395,352,346,363,18,3.2,0.45,90,90
712,677,685,772,12,6.26,0.92,88,88
682,700,646,666,10,5.93,0.72,89,91
716,663,716,643,11,6.02,0.65,93,90
297,362,348,312,13,2.9,0.38,89,89
824,880,869,886,7,7.61,1.36,88,88
323,278,269,323,8,2.62,0.42,89,90
627,612,590,646,17,5.44,0.81,88,90
678,634,629,687,16,5.78,0.7,89,89
615,688,678,710,17,5.92,0.63,87,87
339,302,291,317,12,2.75,0.42,90,90
365,367,361,353,7,3.18,0.53,90,90
645,665,618,618,10,5.6,0.6,89,91
838,790,803,785,15,7.07,0.72,91,91
335,300,299,302,6,2.72,0.38,90,90
281,301,288,379,6,2.75,0.43,87,87
789,759,761,798,10,6.83,1.07,89,89
854,881,878,859,10,7.64,0.8,89,89
732,719,654,703,13,6.18,1.04,89,92
664,712,681,674,16,6.01,0.8,88,90
647,598,603,624,9,5.44,0.75,90,90
492,496,519,479,11,4.37,0.48,90,89
702,708,730,723,11,6.3,1.02,90,88
816,794,755,749,6,6.85,0.92,90,92
402,426,334,327,6,3.27,0.53,89,94
767,792,818,833,15,7.06,0.72,89,87
569,636,637,630,14,5.44,0.9,88,88
917,841,840,867,13,7.62,1.05,91,91
453,458,477,470,12,4.09,0.63,90,89
400,344,407,420,11,3.46,0.36,91,87
761,737,795,817,10,6.84,0.96,90,87
320,382,309,365,7,3.03,0.37,87,90
480,421,435,451,15,3.93,0.45,91,90
516,488,479,475,9,4.31,0.51,90,91
654,649,644,659,15,5.73,0.82,89,90
820,767,851,823,14,7.17,1.25,92,87
498,589,500,529,18,4.65,0.73,87,91
583,591,606,609,7,5.25,0.63,89,88
786,823,803,789,10,7.04,0.76,89,90
603,610,578,630,8,5.32,0.59,88,90
695,743,753,727,9,6.42,0.71,89,88
872,835,793,879,13,7.43,0.85,88,90
827,808,753,834,15,7.09,1.19,88,91
889,882,849,928,16,7.8,1.05,88,89
358,355,352,338,10,3.09,0.31,90,90
685,634,685,645,15,5.83,0.6,92,89
571,564,553,608,9,5.05,0.86,88,89
